metadata: history UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,overview: history,overview: type,dates: when,dates: not before,dates: not after,dates: from,dates: to,dates: certainty,dates: calendar,people: author name(s),people: author ID(s),people: scribe name(s),people: scribe ID(s),people: signer name(s),people: signer ID(s),people: annotator name(s),people: annotator ID(s),people: artist name(s),people: artist ID(s),people: patron name(s),people: patron ID(s),people: binder name(s),people: binder ID(s),people: former owner name(s),people: former owner ID(s),people: donor name(s),people: donor ID(s),people: bookseller name(s),people: bookseller ID(s),people: other name(s),people: other ID(s),former owners (person): standard name(s),former owners (person): birth,former owners (person): death,former owners (person): floruit not before,former owners (person): floruit not after,former owners (person): occupation,former owners (person): sex,former owners (person): nationality,former owners (person): lang knowledge,former owners (person): residence,former owners (person): affiliation,orgs: former owner name(s),orgs: former owner ID(s),orgs: patron name(s),orgs: patron ID(s),orgs: donor name(s),orgs: donor ID(s),orgs: other name(s),orgs: other ID(s),former owners (org): standard name(s),former owners (org): affiliation,former owners (org): latitude,former owners (org): longitude,former owners (org): settlement,former owners (org): country,places: name(s),places: ID(s),places: standard name(s),places: longitude,places: latitude,places: region,places: country
MS_Elliott_195_hist_2,manuscript_4287,,MS_Elliott_195,,manuscript,,MS_Elliott_195,"Presented to the Bodleian Library by J.B. Elliott, in 1859.",,,,,,,,,,,,,,,,,,,,,,,,,J.B. Elliott,person_f6443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Huntington_433_hist_1,manuscript_11184,,MS_Huntington_433,,manuscript,,MS_Huntington_433,"The collections of Robert Huntington, d. .1701",,,,,,,,,,,,,,,,,,,,,,,"Robert Huntington, d. 1701",person_34684157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Huntington_433_hist_2,manuscript_11184,,MS_Huntington_433,,manuscript,,MS_Huntington_433,Purchased by the Bodleian Library in 1693.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Huntington_355_hist_1,manuscript_1000,,MS_Huntington_355,,manuscript,,MS_Huntington_355,"The collections of Robert Huntington, d. .1701",,,,,,,,,,,,,,,,,,,,,,,"Robert Huntington, d. 1701",person_34684157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Huntington_355_hist_2,manuscript_1000,,MS_Huntington_355,,manuscript,,MS_Huntington_355,Purchased by the Bodleian Library in 1693.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Elliott_181_hist_1,manuscript_4281,,MS_Elliott_181,,manuscript,,MS_Elliott_181,The collections of John Bardoe Elliott.,,,,,,,,,,,,,,,,,,,,,,,John Bardoe Elliott,person_f6443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Elliott_181_hist_2,manuscript_4281,,MS_Elliott_181,,manuscript,,MS_Elliott_181,"Presented to the Bodleian Library by J.B. Elliott, in 1859.",,,,,,,,,,,,,,,,,,,,,,,,,J.B. Elliott,person_f6443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ouseley_182_hist_1,manuscript_129690,,MS_Ouseley_182,,manuscript,,MS_Ouseley_182,"The collections of Sir William Ouseley, d. 1842.",,,,,,,,,,,,,,,,,,,,,,,"Sir William Ouseley, d. 1842",person_18419237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ouseley_182_hist_2,manuscript_129690,,MS_Ouseley_182,,manuscript,,MS_Ouseley_182,Purchased by the Bodleian Library in 1843.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Huntington_427_hist_1,manuscript_1008,,MS_Huntington_427,,manuscript,,MS_Huntington_427,"The volume was in the collection of Robert Huntington, whose ex libris, with the numeral 10, is found on folio 1a. ]",,,,,,,,,,,,,,,,,,,,,,,Robert Huntington,person_f3537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Huntington_427_hist_2,manuscript_1008,,MS_Huntington_427,,manuscript,,MS_Huntington_427,Purchased by the Bodleian Library in 1693.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Selden_superius_21_hist_1,manuscript_1734,,MS_Selden_superius_21,,manuscript,,MS_Selden_superius_21,The collections of John Selden.,,,,,,,,,,,,,,,,,,,,,,,John Selden,person_51728429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Selden_superius_21_hist_2,manuscript_1734,,MS_Selden_superius_21,,manuscript,,MS_Selden_superius_21,Presented to the Bodleian Library by Selden's estate in 1659.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Laud_Or_38_hist_1,manuscript_23200,,MS_Laud_Or_38,,manuscript,,MS_Laud_Or_38,"The Library of Archbishop William Laud, d. 1645.",,,,,,,,,,,,,,,,,,,,,,,"Archbishop William Laud, d. 1645",person_54940373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Laud_Or_38_hist_2,manuscript_23200,,MS_Laud_Or_38,,manuscript,,MS_Laud_Or_38,"Donated to the Bodleian Library by Archbishop William Laud, 1635-41.",,,,,,,,,,,,,,,,,,,,,,,,,Archbishop William Laud,person_54940373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_S_Digby_Or_187_hist_1,manuscript_12851,,MS_S_Digby_Or_187,,manuscript,,MS_S_Digby_Or_187,The collections of Mr. Simon Digby.,,,,,,,,,,,,,,,,,,,,,,,Mr. Simon Digby,person_37030131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_S_Digby_Or_187_hist_2,manuscript_12851,,MS_S_Digby_Or_187,,manuscript,,MS_S_Digby_Or_187,"Donated to the Bodleian Libraries by the Trustees of the Simon Digby Memorial Charity, April 2015.",,,,,,,,,,,,,,,,,,,,,,,Simon Digby Memorial Charity,person_f6845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Huntington_369_hist_1,manuscript_11160,,MS_Huntington_369,,manuscript,,MS_Huntington_369,"The collections of Robert Huntington, d. .1701",,,,,,,,,,,,,,,,,,,,,,,"Robert Huntington, d. 1701",person_34684157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Huntington_369_hist_2,manuscript_11160,,MS_Huntington_369,,manuscript,,MS_Huntington_369,Purchased by the Bodleian Library in 1693.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Marsh_594_hist_1,manuscript_11820,,MS_Marsh_594,,manuscript,,MS_Marsh_594,"The Library of Archbishop Narcissus Marsh, d. .1713",,,,,,,,,,,,,,,,,,,,,,,"Archbishop Narcissus Marsh, d. 1713",person_22965285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Marsh_594_hist_2,manuscript_11820,,MS_Marsh_594,,manuscript,,MS_Marsh_594,The Marsh bequest entered the Bodleian Library in 1714.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ouseley_39_hist_1,manuscript_33152,,MS_Ouseley_39,,manuscript,,MS_Ouseley_39,"The collections of Sir William Ouseley, d. 1842.",,,,,,,,,,,,,,,,,,,,,,,"Sir William Ouseley, d. 1842",person_18419237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ouseley_39_hist_2,manuscript_33152,,MS_Ouseley_39,,manuscript,,MS_Ouseley_39,Purchased by the Bodleian Library in 1843.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_S_Digby_Or_193_hist_1,manuscript_12857,,MS_S_Digby_Or_193,,manuscript,,MS_S_Digby_Or_193,"A. H. Harley, Calcutta, 1930.",,,,,,,,,,,,,,,,,,,,,,,A. H. Harley,person_118766928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_S_Digby_Or_193_hist_2,manuscript_12857,,MS_S_Digby_Or_193,,manuscript,,MS_S_Digby_Or_193,Ex libris A. H. Harley.,,,,,,,,,,,,,,,,,,,,,,,A. H. Harley,person_118766928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_S_Digby_Or_193_hist_3,manuscript_12857,,MS_S_Digby_Or_193,,manuscript,,MS_S_Digby_Or_193,The collections of Mr. Simon Digby.,,,,,,,,,,,,,,,,,,,,,,,Mr. Simon Digby,person_37030131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_S_Digby_Or_193_hist_4,manuscript_12857,,MS_S_Digby_Or_193,,manuscript,,MS_S_Digby_Or_193,"Donated to the Bodleian Libraries by the Trustees of the Simon Digby Memorial Charity, April 2015.",,,,,,,,,,,,,,,,,,,,,,,Simon Digby Memorial Charity,person_f6845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Marsh_219_hist_1,manuscript_11561,,MS_Marsh_219,,manuscript,,MS_Marsh_219,"The Library of Archbishop Narcissus Marsh, d. .1713",,,,,,,,,,,,,,,,,,,,,,,"Archbishop Narcissus Marsh, d. 1713",person_22965285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Marsh_219_hist_2,manuscript_11561,,MS_Marsh_219,,manuscript,,MS_Marsh_219,The Marsh bequest entered the Bodleian Library in 1714.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ouseley_155_hist_1,manuscript_4625,,MS_Ouseley_155,,manuscript,,MS_Ouseley_155,"The collections of Sir William Ouseley, d. 1842.",,,,,,,,,,,,,,,,,,,,,,,"Sir William Ouseley, d. 1842",person_18419237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ouseley_155_hist_2,manuscript_4625,,MS_Ouseley_155,,manuscript,,MS_Ouseley_155,Purchased by the Bodleian Library in 1843.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Douce_Or_c_4_hist_1,manuscript_22928,,MS_Douce_Or_c_4,,manuscript,,MS_Douce_Or_c_4,"The collections of Francis Douce, d. 1834.",,,,,,,,,,,,,,,,,,,,,,,"Francis Douce, d. 1834",person_69848690,"Francis Douce, d. 1834",person_69848690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Douce_Or_c_4_hist_2,manuscript_22928,,MS_Douce_Or_c_4,,manuscript,,MS_Douce_Or_c_4,The Douce bequest came to the Bodleian Library in 1834.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ouseley_Add_124_hist_1,manuscript_22996,,MS_Ouseley_Add_124,,manuscript,,MS_Ouseley_Add_124,The collections of John Bardoe Elliott.,,,,,,,,,,,,,,,,,,,,,,,John Bardoe Elliott,person_f6443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ouseley_Add_124_hist_2,manuscript_22996,,MS_Ouseley_Add_124,,manuscript,,MS_Ouseley_Add_124,"Presented to the Bodleian Library by J.B. Elliott, in 1859.",,,,,,,,,,,,,,,,,,,,,,,,,J.B. Elliott,person_f6443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Elliott_142_hist_1,manuscript_4255,,MS_Elliott_142,,manuscript,,MS_Elliott_142,The collections of John Bardoe Elliott.,,,,,,,,,,,,,,,,,,,,,,,John Bardoe Elliott,person_f6443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Elliott_142_hist_2,manuscript_4255,,MS_Elliott_142,,manuscript,,MS_Elliott_142,"Presented to the Bodleian Library by J.B. Elliott, in 1859.",,,,,,,,,,,,,,,,,,,,,,,,,J.B. Elliott,person_f6443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ouseley_141_hist_1,manuscript_12916,,MS_Ouseley_141,,manuscript,,MS_Ouseley_141,"The collections of Sir William Ouseley, d. 1842.",,,,,,,,,,,,,,,,,,,,,,,"Sir William Ouseley, d. 1842",person_18419237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ouseley_141_hist_2,manuscript_12916,,MS_Ouseley_141,,manuscript,,MS_Ouseley_141,Purchased by the Bodleian Library in 1843.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_S_Digby_Or_144_hist_1,manuscript_4940,,MS_S_Digby_Or_144,,manuscript,,MS_S_Digby_Or_144,The collections of Mr. Simon Digby.,,,,,,,,,,,,,,,,,,,,,,,Mr. Simon Digby,person_37030131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_S_Digby_Or_144_hist_2,manuscript_4940,,MS_S_Digby_Or_144,,manuscript,,MS_S_Digby_Or_144,"Donated to the Bodleian Libraries by the Trustees of the Simon Digby Memorial Charity, April 2015.",,,,,,,,,,,,,,,,,,,,,,,Simon Digby Memorial Charity,person_f6845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Marsh_543_hist_1,manuscript_11789,,MS_Marsh_543,,manuscript,,MS_Marsh_543,"The Library of Archbishop Narcissus Marsh, d. .1713",,,,,,,,,,,,,,,,,,,,,,,"Archbishop Narcissus Marsh, d. 1713",person_22965285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Marsh_543_hist_2,manuscript_11789,,MS_Marsh_543,,manuscript,,MS_Marsh_543,The Marsh bequest entered the Bodleian Library in 1714.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Marsh_557_hist_1,manuscript_23246,,MS_Marsh_557,,manuscript,,MS_Marsh_557,"The Library of Archbishop Narcissus Marsh, d. 1713.",,,,,,,,,,,,,,,,,,,,,,,"Archbishop Narcissus Marsh, d. 1713",person_22965285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Marsh_557_hist_2,manuscript_23246,,MS_Marsh_557,,manuscript,,MS_Marsh_557,The Marsh bequest entered the Bodleian Library in 1714.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Marsh_231_hist_1,manuscript_11570,,MS_Marsh_231,,manuscript,,MS_Marsh_231,"The Library of Archbishop Narcissus Marsh, d. .1713",,,,,,,,,,,,,,,,,,,,,,,"Archbishop Narcissus Marsh, d. 1713",person_22965285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Marsh_231_hist_2,manuscript_11570,,MS_Marsh_231,,manuscript,,MS_Marsh_231,The Marsh bequest entered the Bodleian Library in 1714.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ouseley_Add_118_hist_1,manuscript_12897,,MS_Ouseley_Add_118,,manuscript,,MS_Ouseley_Add_118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_S_Digby_Or_150_hist_1,manuscript_4946,,MS_S_Digby_Or_150,,manuscript,,MS_S_Digby_Or_150,The collections of Mr. Simon Digby.,,,,,,,,,,,,,,,,,,,,,,,Mr. Simon Digby,person_37030131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_S_Digby_Or_150_hist_2,manuscript_4946,,MS_S_Digby_Or_150,,manuscript,,MS_S_Digby_Or_150,"Donated to the Bodleian Libraries by the Trustees of the Simon Digby Memorial Charity, April 2015.",,,,,,,,,,,,,,,,,,,,,,,Simon Digby Memorial Charity,person_f6845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ouseley_394_hist_1,manuscript_4739,,MS_Ouseley_394,,manuscript,,MS_Ouseley_394,"The collections of Sir William Ouseley, d. 1842.",,,,,,,,,,,,,,,,,,,,,,,"Sir William Ouseley, d. 1842",person_18419237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ouseley_394_hist_2,manuscript_4739,,MS_Ouseley_394,,manuscript,,MS_Ouseley_394,Purchased by the Bodleian Library in 1843.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Elliott_397_hist_1,manuscript_4395,,MS_Elliott_397,,manuscript,,MS_Elliott_397,The collections of John Bardoe Elliott.,,,,,,,,,,,,,,,,,,,,,,,John Bardoe Elliott,person_f6443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Elliott_397_hist_2,manuscript_4395,,MS_Elliott_397,,manuscript,,MS_Elliott_397,"Presented to the Bodleian Library by J.B. Elliott, in 1859.",,,,,,,,,,,,,,,,,,,,,,,,,J.B. Elliott,person_f6443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_A_Walker_101_hist_1,manuscript_4076,,MS_A_Walker_101,,manuscript,,MS_A_Walker_101,"The collections of Brigadier-General Alexander Walker, d. 1831.",,,,,,,,,,,,,,,,,,,,,,,"Brigadier-General Alexander Walker, d. 1831",person_6270294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_A_Walker_101_hist_2,manuscript_4076,,MS_A_Walker_101,,manuscript,,MS_A_Walker_101,Presented to the Bodleian Library by Sir William Walker in 1845.,,,,,,,,,,,,,,,,,,,,,,,,,Sir William Walker,person_f6483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_S_Digby_Or_89_hist_1,manuscript_5046,,MS_S_Digby_Or_89,,manuscript,,MS_S_Digby_Or_89,The collections of Mr. Simon Digby.,,,,,,,,,,,,,,,,,,,,,,,Mr. Simon Digby,person_37030131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_S_Digby_Or_89_hist_2,manuscript_5046,,MS_S_Digby_Or_89,,manuscript,,MS_S_Digby_Or_89,"Donated to the Bodleian Libraries by the Trustees of the Simon Digby Memorial Charity, April 2015.",,,,,,,,,,,,,,,,,,,,,,,Simon Digby Memorial Charity,person_f6845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_A_Walker_115_hist_1,manuscript_4082,,MS_A_Walker_115,,manuscript,,MS_A_Walker_115,"The collections of Brigadier-General Alexander Walker, d. 1831.",,,,,,,,,,,,,,,,,,,,,,,"Brigadier-General Alexander Walker, d. 1831",person_6270294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_A_Walker_115_hist_2,manuscript_4082,,MS_A_Walker_115,,manuscript,,MS_A_Walker_115,Presented to the Bodleian Library by Sir William Walker in 1845.,,,,,,,,,,,,,,,,,,,,,,,,,Sir William Walker,person_f6483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Huntington_143_hist_1,manuscript_11043,,MS_Huntington_143,,manuscript,,MS_Huntington_143,"The collections of Robert Huntington, d. .1701",,,,,,,,,,,,,,,,,,,,,,,"Robert Huntington, d. 1701",person_34684157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Huntington_143_hist_2,manuscript_11043,,MS_Huntington_143,,manuscript,,MS_Huntington_143,Purchased by the Bodleian Library in 1693.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Pococke_46_hist_1,manuscript_1601,,MS_Pococke_46,,manuscript,,MS_Pococke_46,"The collections of Edward Pococke, d. 1691.",,,,,,,,,,,,,,,,,,,,,,,"Edward Pococke, d. 1691",person_41849535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Pococke_46_hist_2,manuscript_1601,,MS_Pococke_46,,manuscript,,MS_Pococke_46,Purchased by the Bodleian Library in 1692.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_Or_746_hist_1,manuscript_12893,,MS_Bodl_Or_746,,manuscript,,MS_Bodl_Or_746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Huntington_194_hist_1,manuscript_973,,MS_Huntington_194,,manuscript,,MS_Huntington_194,"The collections of Robert Huntington, d. .1701",,,,,,,,,,,,,,,,,,,,,,,"Robert Huntington, d. 1701",person_34684157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Huntington_194_hist_2,manuscript_973,,MS_Huntington_194,,manuscript,,MS_Huntington_194,Purchased by the Bodleian Library in 1693.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_A_Walker_22_hist_1,manuscript_4094,,MS_A_Walker_22,,manuscript,,MS_A_Walker_22,"The collections of Brigadier-General Alexander Walker, d. 1831.",,,,,,,,,,,,,,,,,,,,,,,"Brigadier-General Alexander Walker, d. 1831",person_6270294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_A_Walker_22_hist_2,manuscript_4094,,MS_A_Walker_22,,manuscript,,MS_A_Walker_22,Presented to the Bodleian Library by Sir William Walker in 1845.,,,,,,,,,,,,,,,,,,,,,,,,,Sir William Walker,person_f6483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Laud_Or_223_hist_1,manuscript_22961,,MS_Laud_Or_223,,manuscript,,MS_Laud_Or_223,Seal of Jahāngīrshāh.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Laud_Or_223_hist_2,manuscript_22961,,MS_Laud_Or_223,,manuscript,,MS_Laud_Or_223,"The Library of Archbishop William Laud, d. 1645.",,,,,,,,,,,,,,,,,,,,,,,"Archbishop William Laud, d. 1645",person_54940373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
